name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Volkswagen Vento Diesel Highline,2011,300000.0,65000.0,3,0,0,3
Chevrolet Beat LT,2010,130000.0,80000.0,2,0,0,3
Maruti Alto K10 VXI Airbag,2015,275000.0,30000.0,2,0,0,4
Maruti Swift VDI,2012,352000.0,109000.0,3,0,0,4
Hyundai EON LPG Magna Plus,2012,180000.0,90000.0,0,0,0,4
Maruti Alto LX,2012,150000.0,90000.0,2,0,0,4
Volkswagen Vento Diesel Highline,2011,300000.0,65000.0,3,0,0,3
Maruti Swift Vdi BSIII,2010,300000.0,110000.0,3,0,0,3
Mahindra Bolero DI DX 7 Seater,2007,225000.0,120000.0,3,0,0,4
Honda Mobilio V i DTEC,2014,600000.0,44000.0,3,0,0,4
Maruti Ertiga BSIV ZXI,2015,500000.0,80000.0,2,0,0,4
Hyundai i20 Magna 1.2,2016,600000.0,61000.0,2,0,0,4
Toyota Etios VD,2011,450000.0,100000.0,3,0,0,3
Hyundai i10 Era 1.1,2009,270000.0,27633.0,2,0,0,4
Maruti Swift Vdi BSIII,2010,310000.0,100000.0,3,0,0,2
Hyundai Santro Xing GLS Audio LPG,2012,250000.0,100000.0,0,0,0,4
Ford Figo Diesel ZXI,2012,400000.0,55328.0,3,1,0,4
Ford Figo Diesel Titanium,2012,425000.0,81632.0,3,1,0,4
Ford Aspire Titanium Diesel BSIV,2016,600000.0,155201.0,3,1,0,4
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000.0,93283.0,3,1,0,4
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000.0,90165.0,3,1,0,4
Ford Ecosport 1.5 DV5 MT Titanium,2014,750000.0,101504.0,3,1,0,4
Ford Figo Titanium Diesel BSIV,2010,325000.0,86017.0,3,1,0,3
Mahindra XUV500 W8 2WD,2013,900000.0,85036.0,3,1,0,3
Ford Ikon 1.3L Rocam Flair,2006,180000.0,91086.0,2,1,0,3
Fiat Punto 1.3 Emotion,2013,350000.0,160254.0,3,1,0,3
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000.0,125531.0,3,1,0,3
Skoda Laura L n K 1.9 PD,2006,350000.0,100000.0,3,0,0,4
Maruti Ritz LDi,2013,280000.0,90000.0,3,0,0,2
Mahindra Xylo D2,2009,225000.0,120000.0,3,0,0,3
Honda City i DTEC S,2014,520000.0,82000.0,3,0,0,4
Mahindra Scorpio 1.99 S4,2016,509999.0,60000.0,3,0,0,4
Tata Indigo Grand Dicor,2014,225000.0,120000.0,3,0,0,4
Honda Amaze EX i-Dtech,2013,325000.0,65000.0,3,1,0,4
Maruti Swift VDI,2013,365000.0,65000.0,3,1,0,4
Hyundai Creta 1.6 CRDi SX Plus,2015,850000.0,84000.0,3,1,0,4
Toyota Etios GD SP,2013,350000.0,75000.0,3,1,0,4
Maruti Swift VDI,2007,225000.0,50000.0,3,1,0,4
Maruti Alto LX,2011,135000.0,50000.0,2,0,0,4
Maruti Wagon R LXI Minor,2007,140000.0,49000.0,2,1,0,4
Renault KWID RXT,2015,275000.0,14365.0,2,1,0,4
Toyota Fortuner 2.8 4WD AT BSIV,2017,2750000.0,41000.0,3,0,1,4
Hyundai Verna 1.6 SX,2013,484999.0,65000.0,3,1,0,4
Maruti Ciaz VDi Option SHVS,2015,565000.0,65000.0,3,1,0,4
Maruti Swift Dzire VDI,2013,425000.0,61083.0,3,1,0,4
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,925000.0,75000.0,3,0,0,4
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,565000.0,72000.0,3,1,0,4
Renault Duster 110PS Diesel RxL,2014,525000.0,65000.0,3,1,0,4
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000.0,55000.0,3,1,0,4
Hyundai EON Era Plus,2015,295000.0,21000.0,2,1,0,3
Jaguar XF 5.0 Litre V8 Petrol,2012,2050000.0,66363.0,2,1,1,3
Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000.0,10000.0,2,0,1,4
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000.0,100000.0,3,0,1,3
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Volkswagen Polo GTI,2017,850000.0,20000.0,2,1,1,3
Renault Pulse RxL,2015,390000.0,61585.0,3,2,0,4
Maruti Celerio VXI AMT BSIV,2016,450000.0,39415.0,2,2,1,3
Honda Brio V MT,2014,425000.0,29654.0,2,2,0,4
Maruti Baleno Alpha 1.3,2016,770000.0,64672.0,3,2,0,4
Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000.0,54634.0,3,2,1,3
Honda City i VTEC V,2015,775000.0,66521.0,2,2,0,4
BMW 3 Series 320d Luxury Line,2016,2150000.0,43000.0,3,1,1,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Hyundai i20 Sportz 1.2,2013,350000.0,50000.0,2,0,0,3
Maruti Alto 800 LXI,2014,114999.0,30000.0,2,0,0,4
Hyundai i20 Sportz 1.2,2013,380000.0,50000.0,2,0,0,3
Mahindra Scorpio 1.99 S6 Plus,2016,900000.0,35000.0,3,0,0,4
Chevrolet Beat LT,2012,200999.0,90000.0,2,0,0,3
Maruti Omni E MPI STD BS IV,2014,229999.0,11451.0,2,0,0,4
Mahindra Verito 1.5 D4 BSIV,2012,150000.0,172000.0,3,0,0,3
Chevrolet Optra Magnum 2.0 LS,2009,150000.0,66000.0,3,0,0,4
Maruti Swift 1.3 VXi,2006,80000.0,66508.0,2,0,0,3
Honda Civic 1.8 MT Sport,2007,225000.0,55000.0,2,0,0,3
Tata Nano Lx BSIV,2012,75000.0,29900.0,2,0,0,4
Tata Indica Vista Quadrajet VX,2012,185000.0,85000.0,3,0,0,4
Mahindra Scorpio 2.6 CRDe SLE,2011,425000.0,50000.0,3,0,0,4
Tata Indica Vista Aqua 1.4 TDI,2010,100000.0,120000.0,3,0,0,3
Maruti Zen Estilo LXI BSIII,2008,140000.0,90000.0,2,0,0,2
Maruti Swift Dzire AMT ZXI Plus BS IV,2017,710000.0,8000.0,2,0,1,4
Honda Amaze S AT i-Vtech,2015,450000.0,7900.0,2,0,1,4
Datsun RediGO T Option,2017,210000.0,60000.0,2,0,0,4
Maruti Alto K10 VXI,2016,270000.0,25000.0,2,0,0,4
Maruti Alto LXi,2009,110000.0,20000.0,2,0,0,4
Mahindra Renault Logan 1.4 GLX Petrol,2008,145000.0,25000.0,2,0,0,4
Hyundai i10 Magna LPG,2013,250000.0,88600.0,0,0,0,4
Tata Venture EX,2012,110000.0,80000.0,3,0,0,4
Chevrolet Captiva LT,2008,250000.0,100000.0,3,0,0,1
Chevrolet Aveo U-VA 1.2 LS,2010,140000.0,60000.0,2,0,0,4
Tata Hexa XM,2017,969999.0,30000.0,3,0,0,4
Hyundai Santro Xing GL PLUS CNG,2007,90000.0,80000.0,1,0,0,2
Hyundai Verna CRDi,2007,155000.0,100000.0,3,0,0,1
Maruti Alto K10 2010-2014 VXI,2011,135000.0,90000.0,2,0,0,4
Maruti 800 AC,2012,180000.0,120000.0,2,0,0,4
Hyundai Verna 1.6 SX,2013,495000.0,100000.0,3,0,0,3
Toyota Innova 2.5 V Diesel 8-seater,2009,400000.0,138000.0,3,0,0,2
Hyundai Verna CRDi,2008,250000.0,110000.0,3,0,0,3
Maruti Alto K10 LXI,2015,138000.0,120000.0,2,0,0,1
Honda City 1.5 V AT,2011,311000.0,70000.0,2,0,1,3
Maruti Alto 800 VXI,2015,190000.0,70000.0,2,0,0,4
Mahindra Bolero SLX,2011,311000.0,140000.0,3,0,0,4
Maruti Ritz LXI,2009,300000.0,15000.0,2,0,0,4
Mahindra Scorpio SLE BSIII,2009,550000.0,100000.0,3,0,0,4
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,600000.0,70000.0,2,0,1,4
Tata Nano LX,2013,58000.0,27974.0,2,0,0,4
Maruti Zen Estilo 1.1 VXI BSIII,2007,95000.0,80000.0,2,0,0,4
Maruti Wagon R LX Minor,2013,250000.0,38000.0,2,0,0,4
Maruti Wagon R LX Minor,2013,250000.0,38000.0,2,0,0,4
Tata Zest Revotron 1.2 XT,2014,400000.0,35000.0,2,0,0,4
Hyundai Verna 1.6 SX CRDi (O),2012,409999.0,60000.0,3,0,0,3
Honda Amaze SX i-VTEC,2016,600000.0,10000.0,2,0,0,4
Mahindra XUV500 W6 2WD,2015,825000.0,90000.0,3,0,0,2
Toyota Etios GD,2016,625000.0,80000.0,3,0,0,3
Chevrolet Beat LS,2011,160000.0,60000.0,2,0,0,4
Maruti Alto LX,2011,114999.0,60000.0,2,0,0,2
Maruti Wagon R LXI Minor,2009,150000.0,53000.0,2,0,0,4
Volkswagen Jetta 1.9 L TDI,2010,250000.0,100000.0,3,1,0,4
Hyundai Verna 1.6 SX,2012,390000.0,86000.0,3,1,0,3
Renault Duster 85PS Diesel RxL,2015,650000.0,100000.0,3,0,0,4
Hyundai Xcent 1.1 CRDi SX Option,2016,600000.0,30000.0,3,0,0,4
Hyundai i20 1.2 Sportz,2011,250000.0,120000.0,2,0,0,4
Hyundai Santro Xing GL Plus LPG,2011,229999.0,60000.0,0,0,0,3
Maruti Ritz LDi,2016,299000.0,50000.0,3,0,0,3
Chevrolet Cruze LTZ,2010,330000.0,124000.0,3,0,0,3
Hyundai Accent Executive,2012,180000.0,100000.0,2,0,0,2
Hyundai Grand i10 1.2 Kappa Asta,2017,475000.0,42000.0,2,0,0,4
Hyundai Grand i10 CRDi Sportz,2015,325000.0,100000.0,3,0,0,4
Honda City i VTEC V,2016,639000.0,28205.0,2,1,0,4
Maruti Celerio VXI AT,2017,415000.0,32670.0,2,1,1,4
Hyundai Creta 1.6 CRDi AT SX Plus,2016,1199000.0,30093.0,3,1,1,4
Maruti Ertiga VXI CNG,2013,525000.0,56228.0,1,1,0,4
Hyundai Verna 1.6 SX VTVT,2013,425000.0,59319.0,2,1,0,4
Maruti Vitara Brezza VDi,2016,699000.0,39503.0,3,1,0,4
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,325000.0,35299.0,2,1,0,4
Toyota Etios V,2011,275000.0,51687.0,2,1,0,4
Volkswagen Vento Petrol Highline AT,2011,269000.0,76259.0,2,1,1,4
Volkswagen Polo Diesel Highline 1.2L,2013,399000.0,44049.0,3,1,0,4
Mahindra KUV 100 mFALCON D75 K8,2017,475000.0,45087.0,3,1,0,4
Toyota Etios V,2011,249000.0,41125.0,2,1,0,4
Audi A4 New  2.0 TDI Multitronic,2014,1549000.0,42215.0,3,1,1,4
Volkswagen Polo Petrol Highline 1.2L,2011,254999.0,54206.0,2,1,0,4
Skoda Rapid 1.6 MPI Active,2012,269000.0,52547.0,2,1,0,4
Maruti Ertiga ZDI,2014,665000.0,59110.0,3,1,0,4
Maruti Wagon R Stingray LXI,2014,299000.0,54565.0,2,1,0,4
Hyundai i20 Asta,2010,265000.0,47564.0,2,1,0,3
Volkswagen Polo Petrol Highline 1.2L,2010,211000.0,45143.0,2,1,0,3
Skoda Superb 1.8 TSI,2013,599000.0,61624.0,2,1,1,3
Hyundai Verna 1.6 SX CRDi (O),2014,550000.0,50000.0,3,0,0,4
Tata Sumo GX TC 8 Str,2010,220000.0,120000.0,3,0,0,3
Maruti Alto LXi,2010,140000.0,30000.0,2,0,0,4
Maruti Swift VDI,2013,325000.0,60000.0,3,0,0,4
Hyundai i20 Magna,2010,210000.0,90000.0,2,0,0,2
Maruti Alto LXi,2008,110000.0,90000.0,2,0,0,3
Maruti Alto 800 VXI,2017,229999.0,40000.0,2,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Maruti Alto 800 LXI,2006,165000.0,132000.0,2,0,0,4
Hyundai Grand i10 AT Asta,2015,400000.0,30000.0,2,0,1,4
Maruti Ciaz VXi,2015,550000.0,69782.0,2,1,0,4
Mahindra XUV500 W8 4WD,2013,900000.0,63654.0,3,1,0,4
Renault Lodgy 85PS RxL,2017,700000.0,60000.0,3,0,0,4
Mahindra Scorpio S6 Plus 7 Seater,2015,890000.0,52000.0,3,1,0,4
Maruti Swift LDI BSIV,2015,490000.0,59385.0,3,1,0,4
Hyundai i20 2015-2017 Magna 1.2,2015,525000.0,70378.0,2,1,0,4
Maruti Wagon R LXI BS IV,2013,330000.0,55425.0,2,1,0,4
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,550000.0,78413.0,3,1,0,3
Honda Brio S MT,2015,350000.0,34823.0,2,1,0,3
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1700000.0,75000.0,3,0,1,4
Maruti Ciaz VDI SHVS,2017,750000.0,55545.0,3,1,0,4
Honda Amaze EX i-Dtech,2014,409999.0,56541.0,3,1,0,4
Hyundai EON Magna Plus,2016,220000.0,43700.0,2,0,0,4
Tata Indica GLS BS IV,2009,68000.0,120000.0,2,0,0,3
Hyundai EON Era Plus,2017,290000.0,20000.0,2,0,0,4
Honda City i DTec SV,2014,600000.0,27483.0,3,1,0,4
Hyundai i10 Sportz 1.2,2008,150000.0,30000.0,2,0,0,4
Maruti Alto 800 LXI,2014,180000.0,56207.0,2,1,0,3
Maruti Zen LXI,2006,80000.0,70000.0,2,0,0,4
Toyota Fortuner 2.8 2WD AT BSIV,2017,2800000.0,20000.0,3,0,1,4
Toyota Innova Crysta 2.4 ZX MT,2017,1330000.0,91195.0,3,1,0,4
Volkswagen Polo 1.5 TDI Trendline,2011,220000.0,63657.0,3,1,0,4
Mahindra Verito Vibe 1.5 dCi D4,2013,250000.0,60000.0,3,0,0,4
Toyota Innova 2.5 G (Diesel) 7 Seater,2016,919999.0,75000.0,3,1,0,4
Volkswagen Vento Magnific 1.6 Highline,2013,380000.0,97248.0,2,1,0,4
Maruti Swift VDI,2012,450000.0,46000.0,3,0,0,4
Hyundai Verna 1.6 VTVT AT S Option,2016,770000.0,10000.0,2,0,1,4
Tata New Safari DICOR 2.2 GX 4x2,2011,320000.0,100000.0,3,0,0,3
Maruti SX4 Vxi BSIV,2013,400000.0,35000.0,2,0,0,4
Maruti Celerio VXI AT,2017,450000.0,50000.0,2,0,1,4
Maruti SX4 ZDI,2011,220000.0,90000.0,3,0,0,2
Mahindra XUV500 W8 2WD,2012,400000.0,150000.0,3,0,0,3
Hyundai Verna 1.6 SX VTVT (O),2013,530000.0,89000.0,2,0,0,3
Maruti Swift Dzire VDI,2014,390000.0,60000.0,3,0,0,3
Fiat Grande Punto 1.3 Dynamic (Diesel),2012,185000.0,100000.0,3,0,0,3
Maruti SX4 Vxi BSIV,2012,300000.0,100000.0,2,0,0,3
Maruti Swift VDI BSIV,2014,575000.0,90000.0,3,0,0,3
Maruti Wagon R Stingray VXI,2014,300000.0,75000.0,2,0,0,4
Toyota Etios Liva 1.4 VD,2017,425000.0,36000.0,3,1,0,4
Hyundai Xcent 1.2 Kappa SX,2016,350000.0,12000.0,2,0,0,4
Honda Amaze VX O iDTEC,2017,550000.0,12997.0,3,1,0,4
Maruti Ciaz 1.4 AT Zeta,2017,500000.0,40000.0,2,0,1,4
Mahindra Scorpio S4 4WD,2015,600000.0,60000.0,3,0,0,4
Mahindra Quanto C8,2013,300000.0,25000.0,3,0,0,3
Maruti Swift 1.3 VXI ABS,2015,475000.0,24600.0,2,1,0,4
Maruti Wagon R LXI,2011,260000.0,28481.0,2,1,0,4
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000.0,100000.0,2,0,0,4
Mahindra XUV500 W8 2WD,2013,750000.0,41988.0,3,1,0,4
Maruti Wagon R LXI,2009,180000.0,30375.0,2,1,0,4
Renault KWID Climber 1.0 AMT BSIV,2017,350000.0,7658.0,2,1,1,4
Maruti Swift Dzire VDI,2017,611000.0,34400.0,3,1,0,4
Renault KWID RXL BSIV,2017,325000.0,18500.0,2,1,0,4
Hyundai EON 1.0 Era Plus,2012,225000.0,48000.0,2,1,0,4
Maruti Wagon R AMT VXI,2014,300000.0,28942.0,2,1,1,4
Mahindra Bolero Power Plus SLX,2017,400000.0,50000.0,3,0,0,3
Mahindra XUV500 W8 2WD,2012,711000.0,53600.0,3,1,0,4
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000.0,53652.0,3,1,0,4
Maruti Ertiga VXI,2014,350000.0,25000.0,2,0,0,4
Toyota Innova 2.5 G4 Diesel 8-seater,2007,250000.0,80000.0,3,0,0,3
Maruti Alto 800 VXI,2017,150000.0,50000.0,2,0,0,4
Mahindra Scorpio 1.99 S10,2016,610000.0,15000.0,3,0,0,3
Hyundai i20 1.4 Asta Option,2017,744000.0,106000.0,3,0,0,4
Chevrolet Spark 1.0,2008,120000.0,100000.0,2,0,0,2
Renault KWID RXL,2016,220000.0,60000.0,2,0,0,2
Maruti Ertiga ZDI,2012,480000.0,120000.0,3,0,0,1
Maruti Celerio ZXI Optional AMT BSIV,2017,370000.0,82000.0,2,0,1,4
Hyundai Verna 1.6 CRDI,2011,260000.0,125000.0,3,0,0,2
Fiat Linea Classic 1.3 Multijet,2015,350000.0,130000.0,3,0,0,4
Maruti Alto 800 CNG LXI,2012,170000.0,97000.0,1,0,0,3
Hyundai Grand i10 Sportz,2015,350000.0,90000.0,2,0,0,3
Maruti Swift Dzire VXi,2009,250000.0,60000.0,2,0,0,2
Tata Indigo CR4,2013,170000.0,60000.0,3,0,0,4
Honda Brio 1.2 S MT,2017,400000.0,15000.0,2,0,0,4
Tata Nano Lx,2011,120000.0,20000.0,2,0,0,4
Tata Nano Lx,2011,120000.0,20000.0,2,0,0,4
Ford Figo Petrol Titanium,2010,275000.0,70000.0,2,0,0,4
Tata Zest Revotron 1.2T XE,2016,285000.0,90000.0,2,0,0,4
Hyundai Creta 1.4 CRDi Base,2016,900000.0,80000.0,3,0,0,4
Mercedes-Benz M-Class ML 350 CDI,2014,2500000.0,79500.0,3,0,1,3
Hyundai Verna 1.6 SX CRDi (O),2013,620000.0,70000.0,3,0,0,3
Maruti Ertiga VXI,2014,500000.0,35000.0,2,0,0,4
Tata New Safari DICOR 2.2 EX 4x4,2009,250000.0,120000.0,3,0,0,3
Toyota Etios Cross 1.2L G,2015,320000.0,60000.0,2,0,0,4
Renault Duster 110PS Diesel RxZ,2013,450000.0,120000.0,3,0,0,4
Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000.0,90000.0,3,0,0,4
Maruti Swift Dzire VXI,2015,400000.0,90000.0,2,0,0,4
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000.0,72000.0,3,0,0,3
Tata Hexa XTA,2017,1200000.0,50000.0,3,0,1,4
Hyundai Verna 1.6 SX VTVT AT,2011,450000.0,60000.0,2,0,1,2
Maruti SX4 ZDI Leather,2012,400000.0,60000.0,3,0,0,3
Tata Nano LX,2013,60000.0,40000.0,2,0,0,4
Maruti Ignis 1.2 Alpha BSIV,2017,500000.0,9161.0,2,0,0,4
Honda Mobilio V i VTEC,2015,600000.0,45000.0,2,0,0,4
Hyundai Getz 1.3 GVS,2010,110000.0,110000.0,2,0,0,4
Hyundai Santro Xing GL Plus,2013,175000.0,80000.0,2,0,0,4
Ford Fiesta Titanium 1.5 TDCi,2011,325000.0,100000.0,3,0,0,3
Maruti Swift Dzire LDI,2017,425000.0,90000.0,3,0,0,4
Hyundai Accent GLE CNG,2009,160000.0,70000.0,1,0,0,2
Maruti Zen Estilo LXI BSIII,2007,100000.0,80000.0,2,0,0,2
Maruti Swift Dzire LDI,2014,390000.0,110000.0,3,0,0,3
Hyundai i20 1.2 Spotz,2017,400000.0,50000.0,2,0,0,4
Hyundai i10 Magna 1.1,2008,150000.0,90000.0,2,0,0,2
Hyundai Santro Xing GLS,2009,110000.0,120000.0,2,0,0,4
Nissan Sunny Diesel XV,2013,450000.0,80000.0,3,0,0,4
Hyundai i20 1.2 Spotz,2017,400000.0,38000.0,2,0,0,3
Hyundai Santro Xing GLS,2009,140000.0,120000.0,2,0,0,4
Tata Indigo CR4,2011,130000.0,90000.0,3,0,0,4
Maruti Alto 800 LXI,2017,160000.0,50000.0,2,0,0,4
Maruti Alto 800 LXI,2016,150000.0,60000.0,2,0,0,4
Mahindra XUV500 W8 2WD,2013,500000.0,100000.0,3,0,0,3
Tata Nano Std,2011,40000.0,19000.0,2,0,0,4
Mahindra Verito 1.5 D2 BSIV,2015,227000.0,70000.0,3,0,0,3
Maruti Swift VDI,2011,285000.0,50000.0,3,0,0,3
Maruti Alto LX,2012,155000.0,19077.0,2,0,0,3
Hyundai EON D Lite,2016,210000.0,30000.0,2,0,0,4
Maruti Alto LXi,2009,140000.0,80000.0,2,0,0,3
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000.0,128000.0,3,0,0,4
Nissan Terrano XV Premium 110 PS,2013,750000.0,80000.0,3,0,0,4
Maruti Baleno Alpha 1.3,2016,610000.0,100000.0,3,0,0,4
Nissan Sunny XV D Premium Leather,2015,450000.0,50000.0,3,0,0,4
Toyota Etios Liva GD,2012,409999.0,56000.0,3,0,0,4
Mahindra Bolero 2011-2019 SLX,2013,400000.0,107000.0,3,0,0,4
Hyundai i10 Sportz 1.2,2010,210000.0,60000.0,2,0,0,3
Hyundai Santro Xing XG eRLX Euro III,2006,90000.0,120000.0,2,0,0,3
Maruti Wagon R LXI BS IV,2010,222000.0,70000.0,2,0,0,4
Maruti Alto 800 LXI,2015,240000.0,50000.0,2,0,0,3
Toyota Etios Liva GD,2013,450000.0,70000.0,3,0,0,3
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
